Date,Open,High,Low,Close,Volume
2023-02-28,386.32747240574207,388.3211953889421,385.27709791002275,385.38409423828125,96438600
2023-03-01,384.5574467661524,385.8023142653845,382.58316402096443,383.90582275390625,99706800
2023-03-02,381.90233587134014,387.7473924337121,381.5619361794918,386.89154052734375,85127800
2023-03-03,388.73938480514687,393.3493089763443,388.0780554911287,393.096435546875,90120000
2023-03-06,393.932873030931,396.26702570657375,392.92143853013556,393.3688049316406,72795900
2023-03-07,393.32018785234857,393.56332628194724,386.7165397940535,387.3389587402344,108310600
2023-03-08,387.455647626494,388.73939583720204,385.70503331737797,387.9710998535156,74746600
2023-03-09,388.76856104581975,390.460824468176,379.8113508274083,380.8130798339844,111945300
2023-03-10,380.2587356685714,382.36919011248045,373.77181955384776,375.31817626953125,189253000
2023-03-13,371.330710539251,379.675237562595,370.2025447320864,374.78326416015625,157790000
2023-03-14,379.78220290741604,382.65124806641757,376.426880920108,380.97845458984375,149752400
2023-03-15,375.2987615157987,378.79993109159176,373.1785718931445,378.595703125,172996900
2023-03-16,376.2032179845603,385.5883549698506,375.6877657263418,385.23822021484375,143254200
2023-03-17,383.887082101071,385.0390681236539,379.3279095702222,380.7337341308594,140553400
2023-03-20,381.5244918058211,384.8145311042811,380.81183715877046,384.39471435546875,93055800
2023-03-21,387.81164034857824,389.93014927939254,386.19103628299194,389.4420166015625,91524200
2023-03-22,389.2662766031022,392.9370138981746,382.7643460830009,382.8033752441406,111746600
2023-03-23,385.712669604511,389.812995949803,381.08518142676303,383.8382568359375,119351300
2023-03-24,382.5398541415653,386.44491598024183,380.157764036512,386.3570556640625,107682400
2023-03-27,388.67078517878787,389.45181539262114,386.17154808103413,387.0794677734375,74010400
2023-03-28,386.3765502419678,387.0794625282646,384.34593130003014,386.2106018066406,62871700
2023-03-29,390.4378172098007,392.0681935491023,389.2174854506173,391.8241271972656,77497900
2023-03-30,394.4990446279163,394.75288314176856,392.2243595699222,394.1183166503906,69840000
2023-03-31,395.05556322486956,399.97594921892204,394.9481585375921,399.6733093261719,112062600
2023-04-03,399.14609534593035,401.60627330876764,398.74582297619713,401.1962585449219,67391100
2023-04-04,401.8503937687248,402.14329128988817,397.57434618176046,398.9704284667969,66601500
2023-04-05,398.2284516799977,398.99970974386906,396.24663396644803,397.9258117675781,65200200
2023-04-06,397.11548238699675,399.76118318109974,396.0513566323631,399.4780578613281,63743300
2023-04-10,396.95929557846506,399.9662099642416,396.33450115894857,399.8880920410156,63681000
2023-04-11,400.5226445284285,401.4207919942447,399.2144524937796,399.9954528808594,59297900
2023-04-12,402.0944227396003,402.3873202335203,397.7695741980063,398.3650817871094,86420400
2023-04-13,399.4683068381267,404.0177076057183,398.3065485192676,403.656494140625,85814800
2023-04-14,403.01213954126,405.2380235838708,400.32740954369945,402.6704406738281,78161500
2023-04-17,402.5825820088245,404.1348405113149,401.33296341474846,404.1153259277344,66436400
2023-04-18,405.7163851580051,405.85307662262966,402.9828537980865,404.37890625,63560000
2023-04-19,402.4361042915331,405.2282088953984,402.37753075391737,404.310546875,55227300
2023-04-20,401.45010657003843,403.8810277952159,400.5324146653663,402.1042175292969,75840400
2023-04-21,402.4068232714908,402.88518376660477,400.43477795932785,402.4165954589844,73457400
2023-04-24,402.21160157948736,403.26598497164736,400.85460806824943,402.83642578125,64332100
2023-04-25,400.835027718225,401.40127832441146,396.3832599565924,396.44183349609375,97766700
2023-04-26,397.06663594711404,398.1600483490714,394.1964134953492,394.76263427734375,80447000
2023-04-27,397.34001322050983,402.8949656659474,397.0861746855936,402.6216125488281,92968400
2023-04-28,401.72342384747225,406.06781662104476,401.664850309275,406.05804443359375,89335600
2023-05-01,405.6090123285051,407.70797711128876,405.4137473189756,405.6480712890625,62122300
2023-05-02,404.92561380956795,404.97444495848515,398.1405867437011,401.0888977050781,103998500
2023-05-03,401.5965384349549,404.04697423135707,398.0917490688748,398.3358154296875,91531800
2023-05-04,397.27167009081097,397.6035967499653,394.15738109687845,395.514404296875,94901900
2023-05-05,399.20471703996367,403.9005515686978,398.9411360885525,402.83642578125,87844000
2023-05-08,403.1683078624172,403.43188878466765,401.518417016663,402.9437561035156,50046800
2023-05-09,401.3719922891204,402.30919871611195,400.9424331364878,401.1767272949219,49220100
2023-05-10,404.0567301528516,404.7010688946479,399.16563094523116,403.0511779785156,96142900
2023-05-11,402.1725459788378,402.64113430610377,400.2395297490981,402.3482666015625,70157100
2023-05-12,403.6076578191423,403.82243740049137,399.36089733848206,401.8210754394531,70439400
2023-05-15,402.436139423994,403.61741226004193,400.49338073920967,403.2073974609375,54289400
2023-05-16,402.0846207662827,403.0218569254917,400.5030757133406,400.5128479003906,57705500
2023-05-17,402.5630456910331,405.98971700300433,400.893640190675,405.37469482421875,87287000
2023-05-18,405.0525087696487,409.7093137984169,404.82798679518356,409.2797546386719,97177200
2023-05-19,410.1974639304022,410.73439800627307,407.44438823320314,408.6842346191406,103679700
2023-05-22,408.7037553597841,410.41221978471555,407.4443646701518,408.8501892089844,60745400
2023-05-23,407.1807733761806,408.78186298584313,403.8614768651625,404.2617492675781,86383500
2023-05-24,402.6313964664295,403.0218966746542,400.15167396465586,401.33294677734375,89213700
2023-05-25,404.8963625211074,406.2826727037736,402.621676910732,404.8085021972656,90961600
2023-05-26,405.47230762634763,410.78319394499334,405.3942195010396,410.0509948730469,93830000
2023-05-30,412.0132807654795,412.5502148119157,408.8013592948245,410.2071838378906,72216000
2023-05-31,408.3523431783006,409.2700351565491,406.3412385774392,407.93255615234375,110811800
2023-06-01,408.16680781471985,412.88218649997975,406.89767467998365,411.80828857421875,88865000
2023-06-02,414.42467838052306,418.56403430329675,413.8877443069912,417.7635192871094,91366700
2023-06-05,418.1149682653262,419.4231604010545,416.25029766934756,416.9629821777344,65460200
2023-06-06,416.54317347686333,418.40781418242204,415.8792903585627,417.8708801269531,64022200
2023-06-07,418.27115078167213,419.42313680445363,415.99643571315283,416.4259948730469,85373300
2023-06-08,416.4943882481069,419.40367020143503,415.71338775527494,418.94482421875,61952800
2023-06-09,419.75507622792645,421.73689386045237,418.69095048368905,419.6965026855469,85742800
2023-06-12,420.6923173213172,423.5820546871519,419.9601182399118,423.5039367675781,76104300
2023-06-13,424.987858971068,426.9501321559242,424.31423346494773,426.2960510253906,95899700
2023-06-14,426.63773199392205,428.6390640528295,423.29889137336073,426.8036804199219,100612100
2023-06-15,425.97388935345134,433.3642259371541,425.87628664336313,432.0950927734375,110303100
2023-06-16,434.1117038279343,434.6898364671955,430.1431535482905,430.623291015625,114121300
2023-06-20,428.6536890512717,429.5551727803794,426.28233768676193,428.38909912109375,76160400
2023-06-21,427.38962205489645,428.20291911206095,425.596403268636,426.19415283203125,76982300
2023-06-22,425.22408421351344,427.84037873108394,424.8811160820468,427.73260498046875,70637200
2023-06-23,424.2245633681455,426.31173775354284,423.773821498825,424.4989318847656,92074500
2023-06-26,423.9208221311058,425.87079741128355,422.51958391373114,422.7645568847656,72823600
2023-06-27,423.6562202577382,428.0265292563874,423.1956699215092,427.3994140625,72813700
2023-06-28,426.3019393514287,428.64389523763845,425.67482411457155,427.6150207519531,75636000
2023-06-29,427.1936534884178,429.46700981555455,426.78211564708164,429.3004150390625,67882300
2023-06-30,432.5634576750227,435.36593399282305,432.2400766205529,434.366455078125,104921500
2023-07-03,434.0136489001567,435.150296967125,433.7294719314537,434.86614990234375,32793400
2023-07-05,433.02401316280765,434.9642098008132,433.0142046750028,434.219482421875,58418400
2023-07-06,430.5841104163867,431.2504297292167,428.2715499900747,430.81927490234375,80658300
2023-07-07,429.8099754785669,433.7393514442913,429.48659441545163,429.7315673828125,86076100
2023-07-10,429.36902412977764,430.99564826681154,428.79089149918155,430.81927490234375,62443500
2023-07-11,431.59339539722845,434.0627121973904,430.6036950179592,433.5629577636719,64463800
2023-07-12,437.41394619517615,438.4820247449854,435.9636954621891,437.0513610839844,91924500
2023-07-13,438.8935176753618,441.32366002967194,438.4525843213434,440.5201416015625,72425200
2023-07-14,441.4217012998632,442.2839810279948,439.47169613975444,440.2458190917969,69761800
2023-07-17,440.0988682667964,442.8425537152178,440.0498557278322,441.77447509765625,52680200
2023-07-18,441.441294934629,445.71360920652637,441.0003316240668,445.0570983886719,80744400
2023-07-19,445.8606016028815,447.25203128794317,444.9786750120404,446.0467834472656,65891700
2023-07-20,445.0374683798717,445.94876056959123,442.36235302200134,443.08746337890625,70591600
2023-07-21,444.8316695727033,445.0374683798717,443.0776847956537,443.08746337890625,71245400
2023-07-24,444.253567541694,445.8900001047307,443.2050760751225,445.06689453125,54023400
2023-07-25,444.79252703986185,447.5557993629915,444.7435145044189,446.2819519042969,55191200
2023-07-26,445.3314595016869,447.8007762494863,444.2633809515064,446.3505554199219,71052900
2023-07-27,449.78995863000523,450.2015263760867,442.470165112416,443.3912658691406,92194400
2023-07-28,446.7130818817179,448.57487033474115,443.3912343011973,447.732177734375,80011800
2023-07-31,448.2123226017172,448.94724146938495,446.8796541716384,448.5846862792969,62040400
2023-08-01,447.09522657914863,448.0555313209302,446.3309121614613,447.301025390625,55291500
2023-08-02,444.13596249388127,444.40052251693686,440.3143904190101,441.0787048339844,93933400
2023-08-03,439.0307347443621,441.72543722075034,438.37419407420606,439.81463623046875,64276100
